,Weekday,Month,DateDelta,Zip,Latitude,Longitude,air,precip,ppsf_doll,ppsf_doll_pred,Date,Year
15580,-0.7818314824680299,0.8660254037844387,2251.0,68069,41.25,263.75,6.099500000000035,0.47,151.0,138.9,2018-04-01,2018
17256,-0.9749279121818236,-2.4492935982947064e-16,2495.0,83704,43.75,243.75,0.05456000000003769,0.8,156.0,161.0,2018-12-01,2018
15812,0.9749279121818236,0.49999999999999994,2891.0,68116,41.25,263.75,-3.2730999999999995,0.86,117.0,118.4,2020-01-01,2020
14786,-0.7818314824680299,0.8660254037844387,60.0,68022,41.25,263.75,13.811820000000012,2.78,100.0,99.7,2012-04-01,2012
19061,-0.433883739117558,0.49999999999999994,1430.0,95678,38.75,238.75,10.155850000000044,5.31,198.0,202.5,2016-01-01,2016
17385,0.43388373911755823,-0.866025403784439,3165.0,83616,43.75,243.75,10.910600000000045,0.41,230.0,241.3,2020-10-01,2020
10011,-0.9749279121818236,0.8660254037844386,2922.0,37087,36.25,273.75,6.19344000000001,6.5,146.0,150.6,2020-02-01,2020
14999,-0.433883739117558,-0.5000000000000004,639.0,68118,41.25,263.75,2.888500000000022,0.74,82.0,82.3,2013-11-01,2013
15365,0.0,-0.8660254037844385,1643.0,68136,41.25,263.75,23.43190000000004,3.58,105.0,105.9,2016-08-01,2016
16053,0.9749279121818236,-0.5000000000000004,2100.0,72482,36.25,268.75,10.174160000000029,0.71,47.0,49.3,2017-11-01,2017
2554,-0.9749279121818236,-0.8660254037844385,3104.0,10507,41.25,286.25,23.75356000000005,3.3,299.0,261.9,2020-08-01,2020
2019,0.0,-0.866025403784439,2434.0,10570,41.25,286.25,12.499500000000012,2.83,321.0,302.8,2018-10-01,2018
13746,0.43388373911755823,-0.8660254037844385,547.0,61350,41.25,271.25,22.244169999999997,1.17,71.0,72.8,2013-08-01,2013
14680,0.9749279121818236,-0.5000000000000004,2100.0,64093,38.75,266.25,7.924160000000029,0.32,95.0,87.9,2017-11-01,2017
20009,0.0,1.2246467991473532e-16,3043.0,95630,38.75,238.75,24.032219999999995,0.03,287.0,291.1,2020-06-01,2020
18638,-0.9749279121818236,0.8660254037844386,731.0,95610,38.75,238.75,12.093470000000025,4.55,148.0,152.5,2014-02-01,2014
6121,0.9749279121818236,-0.5000000000000004,2100.0,30656,33.75,276.25,12.736660000000029,0.91,99.0,89.6,2017-11-01,2017
7262,0.43388373911755823,0.49999999999999994,1065.0,32773,28.75,278.75,15.924040000000048,1.52,75.0,75.7,2015-01-01,2015
12200,0.0,1.0,3316.0,50210,41.25,266.25,7.955650000000048,1.57,255.0,110.5,2021-03-01,2021
16214,-0.433883739117558,0.5000000000000003,1185.0,74063,36.25,263.75,19.40900000000005,9.23,80.0,80.6,2015-05-01,2015
20029,0.9749279121818236,-0.4999999999999997,3073.0,95661,38.75,238.75,25.138120000000015,0.04,269.0,274.6,2020-07-01,2020
15498,0.7818314824680298,-0.8660254037844385,2008.0,68138,41.25,263.75,21.38076000000001,3.5,105.0,102.1,2017-08-01,2017
13257,-0.433883739117558,1.2246467991473532e-16,2312.0,54603,43.75,268.75,21.669640000000015,4.22,98.0,108.8,2018-06-01,2018
16907,-0.9749279121818236,0.8660254037844386,731.0,83703,43.75,243.75,2.593470000000025,1.72,115.0,120.9,2014-02-01,2014
14770,0.9749279121818236,0.8660254037844386,0.0,68135,41.25,263.75,-0.6122499999999604,1.41,83.0,85.0,2012-02-01,2012
15956,0.0,0.8660254037844386,3288.0,68118,41.25,263.75,-8.873599999999954,0.5,132.0,124.4,2021-02-01,2021
19497,0.0,0.49999999999999994,2161.0,95841,38.75,238.75,10.611080000000015,3.0,176.0,184.6,2018-01-01,2018
10877,0.43388373911755823,-1.0,1674.0,44240,41.25,278.75,19.430229999999995,3.47,98.0,91.8,2016-09-01,2016
7882,-0.7818314824680299,0.49999999999999994,1796.0,32750,28.75,278.75,18.202140000000043,0.9,124.0,132.2,2017-01-01,2017
14050,-0.9749279121818236,-1.0,2404.0,61341,41.25,271.25,20.92172000000005,2.78,75.0,85.1,2018-09-01,2018
10964,0.9749279121818236,-0.5000000000000004,2100.0,44266,41.25,278.75,4.580399999999997,4.18,82.0,77.0,2017-11-01,2017
19560,0.7818314824680298,0.5000000000000003,2281.0,95650,38.75,238.75,19.98852000000005,0.24,311.0,297.1,2018-05-01,2018
5673,0.9749279121818236,-0.8660254037844385,2373.0,29566,33.75,281.25,27.31460000000004,3.05,115.0,113.7,2018-08-01,2018
16935,0.7818314824680298,-0.4999999999999997,881.0,83616,43.75,243.75,24.591940000000022,0.08,127.0,127.6,2014-07-01,2014
5854,-0.9749279121818236,1.2246467991473532e-16,486.0,30054,33.75,276.25,25.214140000000043,7.2,59.0,58.4,2013-06-01,2013
17938,-0.433883739117558,1.0,2585.0,92203,33.75,243.75,12.207270000000051,0.49,169.0,174.5,2019-03-01,2019
8434,0.43388373911755823,-0.5000000000000004,2465.0,32707,28.75,278.75,20.453300000000013,1.32,138.0,141.5,2018-11-01,2018
5351,-0.433883739117558,-0.5000000000000004,2830.0,28651,36.25,278.75,5.91366000000005,2.16,122.0,108.0,2019-11-01,2019
17505,-0.433883739117558,1.0,394.0,92201,33.75,243.75,13.307900000000018,0.21,100.0,96.0,2013-03-01,2013
16520,0.7818314824680298,-0.866025403784439,2799.0,75476,33.75,263.75,17.850400000000036,3.98,120.0,97.1,2019-10-01,2019
7367,0.0,1.2246467991473532e-16,1216.0,32701,28.75,278.75,28.042020000000036,3.95,83.0,82.7,2015-06-01,2015
18356,0.0,-0.866025403784439,243.0,95662,38.75,238.75,18.846370000000036,0.5,135.0,141.9,2012-10-01,2012
8612,0.9749279121818236,0.5000000000000003,2646.0,32765,28.75,278.75,26.574180000000013,2.44,157.0,162.3,2019-05-01,2019
19754,0.0,0.8660254037844387,2616.0,95610,38.75,238.75,17.73490000000004,0.39,224.0,238.0,2019-04-01,2019
5553,0.9749279121818236,0.8660254037844387,1155.0,29566,33.75,281.25,18.611320000000035,2.44,101.0,102.4,2015-04-01,2015
5057,0.0,-2.4492935982947064e-16,1034.0,28665,36.25,278.75,5.47338000000002,1.8,129.0,74.5,2014-12-01,2014
17606,0.7818314824680298,-0.4999999999999997,881.0,92253,33.75,243.75,27.623199999999997,0.08,191.0,186.1,2014-07-01,2014
17918,0.43388373911755823,-0.5000000000000004,2465.0,92253,33.75,243.75,14.453300000000013,0.29,216.0,213.6,2018-11-01,2018
5865,0.43388373911755823,-0.8660254037844385,547.0,30655,33.75,276.25,25.181669999999997,5.15,60.0,58.9,2013-08-01,2013
7967,0.0,0.5000000000000003,1916.0,32708,28.75,278.75,25.66494,2.35,131.0,128.4,2017-05-01,2017
18458,0.0,0.8660254037844387,425.0,95610,38.75,238.75,17.477869999999996,0.38,132.0,130.9,2013-04-01,2013
17776,0.43388373911755823,-2.4492935982947064e-16,1765.0,92203,33.75,243.75,10.235830000000021,1.71,145.0,146.4,2016-12-01,2016
2343,-0.433883739117558,-0.5000000000000004,2830.0,10562,41.25,286.25,4.47616000000005,1.71,246.0,256.6,2019-11-01,2019
5726,0.9749279121818236,0.49999999999999994,2891.0,29582,33.75,281.25,11.7894,2.35,174.0,172.4,2020-01-01,2020
17560,-0.7818314824680299,-2.4492935982947064e-16,669.0,92203,33.75,243.75,10.302480000000003,0.1,131.0,134.9,2013-12-01,2013
16397,0.0,1.2246467991473532e-16,3043.0,74063,36.25,263.75,26.000969999999995,0.75,101.0,89.3,2020-06-01,2020
17167,-0.433883739117558,-1.0,2039.0,83713,43.75,243.75,16.71407000000005,0.66,137.0,140.4,2017-09-01,2017
4868,-0.7818314824680299,-0.5000000000000004,3196.0,27581,36.25,281.25,12.73920000000004,5.07,155.0,143.2,2020-11-01,2020
15216,0.9749279121818236,-0.4999999999999997,1246.0,68064,41.25,263.75,23.974019999999996,2.87,109.0,108.0,2015-07-01,2015
14832,0.9749279121818236,-0.8660254037844385,182.0,68069,41.25,263.75,23.431420000000003,1.67,120.0,99.3,2012-08-01,2012
15679,0.7818314824680298,0.49999999999999994,2526.0,68069,41.25,263.75,-4.2554700000000025,0.23,132.0,127.9,2019-01-01,2019
18726,0.7818314824680298,-0.4999999999999997,881.0,95608,38.75,238.75,26.966940000000022,0.03,182.0,177.3,2014-07-01,2014
13418,0.0,0.8660254037844386,3288.0,55919,43.75,268.75,-11.873599999999954,0.61,134.0,112.3,2021-02-01,2021
15291,0.0,0.8660254037844386,1461.0,68007,41.25,263.75,1.225999999999999,0.44,106.0,106.3,2016-02-01,2016
10886,-0.9749279121818236,-0.866025403784439,1704.0,44266,41.25,278.75,12.886320000000012,2.84,86.0,84.4,2016-10-01,2016
6136,0.43388373911755823,0.8660254037844386,2192.0,30656,33.75,276.25,13.795830000000024,4.83,95.0,90.9,2018-02-01,2018
18237,0.43388373911755823,1.0,29.0,95841,38.75,238.75,11.70016000000004,3.67,74.0,78.2,2012-03-01,2012
19543,-0.7818314824680299,0.8660254037844387,2251.0,95661,38.75,238.75,16.224500000000035,1.82,246.0,274.9,2018-04-01,2018
15626,0.9749279121818236,-0.8660254037844385,2373.0,68118,41.25,263.75,23.50210000000004,4.12,100.0,99.8,2018-08-01,2018
9770,0.43388373911755823,-1.0,1674.0,37090,36.25,273.75,23.961479999999995,0.91,122.0,117.9,2016-09-01,2016
15082,0.7818314824680298,-0.4999999999999997,881.0,68007,41.25,263.75,22.466940000000022,0.99,107.0,105.6,2014-07-01,2014
18123,-0.433883739117558,-0.8660254037844385,912.0,93927,36.25,238.75,18.422900000000027,0.02,136.0,138.2,2014-08-01,2014
2509,0.0,1.2246467991473532e-16,3043.0,10527,41.25,286.25,21.313469999999995,1.68,188.0,237.7,2020-06-01,2020
5166,-0.9749279121818236,-0.866025403784439,1704.0,28651,36.25,278.75,15.011320000000012,1.71,56.0,88.7,2016-10-01,2016
1619,0.43388373911755823,1.2246467991473532e-16,1947.0,10570,41.25,286.25,20.839500000000044,2.13,331.0,300.1,2017-06-01,2017
20141,-0.433883739117558,0.49999999999999994,3257.0,95678,38.75,238.75,9.978270000000009,1.98,283.0,299.2,2021-01-01,2021
5820,0.43388373911755823,-0.5000000000000004,274.0,30655,33.75,276.25,11.161220000000014,0.86,47.0,49.0,2012-11-01,2012
5735,0.9749279121818236,0.8660254037844387,2982.0,29582,33.75,281.25,17.257040000000018,4.3,174.0,177.9,2020-04-01,2020
7074,-0.7818314824680299,1.2246467991473532e-16,851.0,32730,28.75,278.75,27.305139999999994,3.71,83.0,80.1,2014-06-01,2014
6271,-0.433883739117558,0.5000000000000003,3012.0,30656,33.75,276.25,20.34548000000001,3.1,116.0,113.1,2020-05-01,2020
15375,0.43388373911755823,-1.0,1674.0,68135,41.25,263.75,20.617729999999995,3.52,104.0,103.5,2016-09-01,2016
15086,0.7818314824680298,-0.4999999999999997,881.0,68116,41.25,263.75,22.466940000000022,0.99,93.0,93.7,2014-07-01,2014
9382,-0.433883739117558,0.8660254037844386,2557.0,35953,33.75,273.75,12.21365000000003,6.72,80.0,98.7,2019-02-01,2019
18204,0.9749279121818236,0.8660254037844386,0.0,95608,38.75,238.75,10.76275000000004,0.34,118.0,109.1,2012-02-01,2012
13831,0.43388373911755823,0.49999999999999994,1065.0,61350,41.25,271.25,-4.9821999999999775,0.85,78.0,70.7,2015-01-01,2015
12598,0.43388373911755823,1.2246467991473532e-16,1947.0,54971,43.75,271.25,20.277000000000044,4.43,74.0,71.0,2017-06-01,2017
15663,0.43388373911755823,-0.5000000000000004,2465.0,68138,41.25,263.75,0.3908000000000129,0.69,103.0,107.9,2018-11-01,2018
7390,0.0,1.2246467991473532e-16,1216.0,32765,28.75,278.75,28.042020000000036,3.95,121.0,119.1,2015-06-01,2015
15687,-0.433883739117558,0.8660254037844386,2557.0,68007,41.25,263.75,-7.41134999999997,1.0,127.0,123.9,2019-02-01,2019
15572,0.43388373911755823,1.0,2220.0,68130,41.25,263.75,4.433500000000038,1.66,109.0,108.0,2018-03-01,2018
13731,0.9749279121818236,0.5000000000000003,455.0,61350,41.25,271.25,17.618460000000027,4.37,66.0,74.3,2013-05-01,2013
17928,0.7818314824680298,0.49999999999999994,2526.0,92211,33.75,243.75,9.932029999999997,0.79,202.0,196.3,2019-01-01,2019
8172,-0.433883739117558,-2.4492935982947064e-16,2130.0,32773,28.75,278.75,17.862420000000043,1.06,115.0,118.1,2017-12-01,2017
11023,-0.9749279121818236,-1.0,2404.0,44255,41.25,278.75,19.85922000000005,4.91,113.0,109.4,2018-09-01,2018
15440,0.9749279121818236,1.0,1855.0,68130,41.25,263.75,5.863730000000032,1.7,97.0,98.6,2017-03-01,2017
19688,-0.9749279121818236,-2.4492935982947064e-16,2495.0,95662,38.75,238.75,9.398300000000006,1.39,244.0,245.6,2018-12-01,2018
3656,0.7818314824680298,-0.4999999999999997,881.0,21663,38.75,283.75,25.123199999999997,2.89,180.0,190.3,2014-07-01,2014
2128,-0.433883739117558,1.0,2585.0,10506,41.25,286.25,3.051020000000051,1.86,259.0,277.7,2019-03-01,2019
19188,0.0,-0.8660254037844385,1643.0,95746,38.75,238.75,24.963160000000016,0.01,249.0,248.1,2016-08-01,2016
10826,0.7818314824680298,-2.4492935982947064e-16,1399.0,44266,41.25,278.75,5.9769000000000005,2.69,74.0,78.7,2015-12-01,2015
1223,0.0,0.8660254037844386,1461.0,10589,41.25,286.25,1.538499999999999,3.56,231.0,221.7,2016-02-01,2016
12710,0.7818314824680298,0.49999999999999994,2526.0,53963,43.75,271.25,-8.317970000000003,1.08,85.0,87.2,2019-01-01,2019
3194,0.43388373911755823,-0.866025403784439,3165.0,12860,43.75,286.25,7.62936000000002,2.92,94.0,138.6,2020-10-01,2020
7755,0.0,-0.8660254037844385,1643.0,32771,28.75,278.75,28.68190000000004,4.85,116.0,110.6,2016-08-01,2016
19546,-0.7818314824680299,0.8660254037844387,2251.0,95677,38.75,238.75,16.224500000000035,1.82,238.0,258.6,2018-04-01,2018
1574,-0.9749279121818236,0.8660254037844387,1886.0,10598,41.25,286.25,12.522800000000018,2.18,232.0,239.5,2017-04-01,2017
6156,-0.433883739117558,1.2246467991473532e-16,2312.0,30656,33.75,276.25,26.388400000000047,4.08,104.0,98.5,2018-06-01,2018
14354,0.0,0.8660254037844386,1461.0,63383,38.75,268.75,4.600999999999999,0.76,108.0,95.6,2016-02-01,2016
19436,-0.7818314824680299,-0.866025403784439,2069.0,95662,38.75,238.75,18.43566000000004,0.04,232.0,231.9,2017-10-01,2017
4050,-0.9749279121818236,-0.4999999999999997,1977.0,21654,38.75,283.75,26.92303000000004,4.87,262.0,198.0,2017-07-01,2017
18780,0.9749279121818236,-0.866025403784439,973.0,95608,38.75,238.75,20.19747000000001,0.4,179.0,183.5,2014-10-01,2014
10929,0.43388373911755823,1.2246467991473532e-16,1947.0,44202,41.25,278.75,19.933250000000044,4.0,117.0,114.3,2017-06-01,2017
17670,0.0,1.2246467991473532e-16,1216.0,92211,33.75,243.75,24.479520000000036,0.05,176.0,175.0,2015-06-01,2015
5891,0.9749279121818236,0.49999999999999994,700.0,30656,33.75,276.25,3.0585000000000377,2.4,70.0,71.6,2014-01-01,2014
19445,-0.7818314824680299,-0.866025403784439,2069.0,95843,38.75,238.75,18.43566000000004,0.04,198.0,202.9,2017-10-01,2017
13498,-0.433883739117558,-1.0,2039.0,56450,46.25,266.25,15.93282000000005,2.96,124.0,105.0,2017-09-01,2017
6099,-0.9749279121818236,-0.4999999999999997,1977.0,30054,33.75,276.25,27.14178000000004,3.46,87.0,91.5,2017-07-01,2017
1317,0.9749279121818236,1.2246467991473532e-16,1582.0,10549,41.25,286.25,20.74487000000005,0.95,259.0,259.6,2016-06-01,2016
6922,-0.7818314824680299,-2.4492935982947064e-16,669.0,32765,28.75,278.75,19.364980000000003,1.17,111.0,110.3,2013-12-01,2013
20052,-0.9749279121818236,-0.8660254037844385,3104.0,95746,38.75,238.75,27.00356000000005,0.07,296.0,298.0,2020-08-01,2020
5928,0.0,-1.0,943.0,30025,33.75,276.25,24.121730000000014,2.43,73.0,72.7,2014-09-01,2014
17248,0.43388373911755823,-0.5000000000000004,2465.0,83702,43.75,243.75,3.109550000000013,0.91,232.0,229.6,2018-11-01,2018
19755,0.0,0.8660254037844387,2616.0,95621,38.75,238.75,17.73490000000004,0.39,222.0,235.0,2019-04-01,2019
13976,0.43388373911755823,1.2246467991473532e-16,1947.0,61350,41.25,271.25,22.527000000000044,2.14,88.0,79.4,2017-06-01,2017
7234,0.0,-2.4492935982947064e-16,1034.0,32765,28.75,278.75,18.03588000000002,1.31,115.0,117.6,2014-12-01,2014
2584,0.7818314824680298,-1.0,3135.0,10527,41.25,286.25,18.655700000000024,2.66,251.0,238.4,2020-09-01,2020
10976,0.0,0.49999999999999994,2161.0,44266,41.25,278.75,-4.701419999999985,1.92,79.0,82.1,2018-01-01,2018
4867,-0.7818314824680299,-0.5000000000000004,3196.0,27509,36.25,281.25,12.73920000000004,5.07,129.0,137.3,2020-11-01,2020
18936,0.0,1.2246467991473532e-16,1216.0,95746,38.75,238.75,25.292020000000036,0.2,237.0,232.8,2015-06-01,2015
9597,0.43388373911755823,0.5000000000000003,820.0,37087,36.25,273.75,20.514250000000004,2.21,91.0,94.4,2014-05-01,2014
11163,0.7818314824680298,-1.0,3135.0,44202,41.25,278.75,16.87444000000005,2.9,139.0,138.0,2020-09-01,2020
15293,0.0,0.8660254037844386,1461.0,68064,41.25,263.75,1.225999999999999,0.44,108.0,99.2,2016-02-01,2016
18559,-0.7818314824680299,-1.0,578.0,95747,38.75,238.75,22.618740000000003,0.32,183.0,184.5,2013-09-01,2013
18392,-0.9749279121818236,-2.4492935982947064e-16,304.0,95662,38.75,238.75,8.419950000000028,5.06,139.0,147.8,2012-12-01,2012
13930,0.43388373911755823,-1.0,1674.0,61341,41.25,271.25,21.492729999999995,2.31,60.0,72.1,2016-09-01,2016
1367,0.0,-0.8660254037844385,1643.0,10549,41.25,286.25,24.55690000000004,1.64,266.0,249.7,2016-08-01,2016
14758,0.0,0.8660254037844386,3288.0,64093,38.75,266.25,-5.1235999999999535,0.62,102.0,98.3,2021-02-01,2021
15639,-0.9749279121818236,-1.0,2404.0,68135,41.25,263.75,20.35922000000005,3.94,112.0,109.4,2018-09-01,2018
15559,0.43388373911755823,0.8660254037844386,2192.0,68116,41.25,263.75,-5.047919999999976,0.48,103.0,106.5,2018-02-01,2018
17150,0.43388373911755823,1.2246467991473532e-16,1947.0,83714,43.75,243.75,18.277000000000044,0.81,150.0,157.7,2017-06-01,2017
14871,0.43388373911755823,-0.5000000000000004,274.0,68138,41.25,263.75,5.723720000000014,0.47,82.0,80.0,2012-11-01,2012
1441,0.7818314824680298,-0.5000000000000004,1735.0,10547,41.25,286.25,7.868860000000041,3.16,193.0,208.7,2016-11-01,2016
17260,0.7818314824680298,0.49999999999999994,2526.0,83702,43.75,243.75,1.1507799999999975,1.06,238.0,236.8,2019-01-01,2019
15636,-0.9749279121818236,-1.0,2404.0,68116,41.25,263.75,20.35922000000005,3.94,110.0,108.2,2018-09-01,2018
6319,0.0,1.0,3316.0,30054,33.75,276.25,14.643150000000048,4.71,121.0,116.2,2021-03-01,2021
18554,-0.7818314824680299,-1.0,578.0,95662,38.75,238.75,22.618740000000003,0.32,181.0,193.9,2013-09-01,2013
8876,0.9749279121818236,0.8660254037844387,2982.0,32707,28.75,278.75,23.444540000000018,3.74,151.0,150.1,2020-04-01,2020
14674,0.7818314824680298,-0.8660254037844385,2008.0,64093,38.75,266.25,22.599500000000035,5.67,90.0,92.4,2017-08-01,2017
10742,0.9749279121818236,-0.866025403784439,973.0,44266,41.25,278.75,11.29122000000001,2.22,76.0,74.8,2014-10-01,2014
8428,0.0,-0.866025403784439,2434.0,32750,28.75,278.75,25.530760000000043,1.47,143.0,142.9,2018-10-01,2018
5368,-0.9749279121818236,0.8660254037844386,2922.0,28697,36.25,278.75,5.412200000000041,6.21,97.0,104.3,2020-02-01,2020
8348,-0.7818314824680299,-0.4999999999999997,2342.0,32730,28.75,278.75,27.951930000000004,6.85,128.0,131.6,2018-07-01,2018
17489,-0.9749279121818236,-2.4492935982947064e-16,304.0,92210,33.75,243.75,9.201200000000028,0.62,210.0,206.3,2012-12-01,2012
14656,0.7818314824680298,-0.5000000000000004,1735.0,64093,38.75,266.25,11.18136000000004,1.06,91.0,84.0,2016-11-01,2016
15381,-0.9749279121818236,-0.866025403784439,1704.0,68064,41.25,263.75,14.261320000000012,1.36,117.0,102.8,2016-10-01,2016
8641,0.0,-0.4999999999999997,2707.0,32701,28.75,278.75,28.328270000000032,6.57,134.0,133.2,2019-07-01,2019
17417,0.0,1.0,3316.0,83703,43.75,243.75,5.486900000000048,0.61,305.0,308.2,2021-03-01,2021
3537,0.43388373911755823,-0.8660254037844385,547.0,21671,38.75,283.75,24.025400000000047,3.06,121.0,130.6,2013-08-01,2013
17175,0.9749279121818236,-0.5000000000000004,2100.0,83616,43.75,243.75,5.111660000000029,1.73,159.0,160.0,2017-11-01,2017
15656,0.43388373911755823,-0.5000000000000004,2465.0,68064,41.25,263.75,0.3908000000000129,0.69,107.0,125.5,2018-11-01,2018
1555,-0.9749279121818236,0.8660254037844387,1886.0,10510,41.25,286.25,12.522800000000018,2.18,219.0,272.3,2017-04-01,2017
2161,0.0,0.8660254037844387,2616.0,10536,41.25,286.25,11.266140000000007,4.2,230.0,262.0,2019-04-01,2019
17694,0.43388373911755823,-0.866025403784439,1338.0,92211,33.75,243.75,21.37963000000002,0.29,174.0,174.3,2015-10-01,2015
17268,-0.433883739117558,0.8660254037844386,2557.0,83704,43.75,243.75,-0.5675999999999704,2.64,158.0,157.6,2019-02-01,2019
4338,-0.7818314824680299,-1.0,2769.0,21663,38.75,283.75,23.758970000000033,0.22,235.0,231.8,2019-09-01,2019
6689,-0.433883739117558,1.0,394.0,32771,28.75,278.75,15.620400000000018,0.73,73.0,73.3,2013-03-01,2013
17512,0.0,0.8660254037844387,425.0,92203,33.75,243.75,15.540369999999996,0.01,110.0,106.5,2013-04-01,2013
9430,0.0,0.8660254037844386,3288.0,35953,33.75,273.75,7.3451500000000465,3.72,159.0,128.8,2021-02-01,2021
8062,0.7818314824680298,-0.8660254037844385,2008.0,32730,28.75,278.75,28.412000000000035,4.66,114.0,113.2,2017-08-01,2017
18667,-0.9749279121818236,1.0,759.0,95747,38.75,238.75,14.771800000000042,1.76,187.0,187.4,2014-03-01,2014
8351,-0.7818314824680299,-0.4999999999999997,2342.0,32751,28.75,278.75,27.951930000000004,6.85,160.0,156.0,2018-07-01,2018
17722,0.7818314824680298,1.0,1490.0,92203,33.75,243.75,13.83218000000005,0.3,142.0,146.2,2016-03-01,2016
15787,-0.433883739117558,-0.5000000000000004,2830.0,68022,41.25,263.75,2.85116000000005,0.53,130.0,129.5,2019-11-01,2019
10880,0.43388373911755823,-1.0,1674.0,44266,41.25,278.75,19.430229999999995,3.47,87.0,85.5,2016-09-01,2016
6019,0.7818314824680298,1.0,1490.0,30054,33.75,276.25,15.45718000000005,1.88,77.0,81.5,2016-03-01,2016
